Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2024-05-28,Bihar,drumsticks,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-28,Bihar,brinjal,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
2024-05-28,Bihar,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-28,Bihar,elephantyam,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-28,Bihar,fenugreekleaves,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-28,Bihar,frenchbeans,French Beans,180,207 - 229,216 - 297,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-28,Bihar,garlic,Garlic,251,289 - 319,301 - 414,1kg,resource/images/vegetables/garlic-64.png
2024-05-28,Bihar,ginger,Ginger,129,148 - 164,155 - 213,1kg,resource/images/vegetables/ginger-64.png
2024-05-28,Bihar,oniongreen,Onion Green,44,51 - 56,53 - 73,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-28,Bihar,greenpeas,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-28,Bihar,ivygourd,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-28,Bihar,lemon,Lemon (Lime),102,117 - 130,122 - 168,1kg,resource/images/vegetables/lemon-64.png
2024-05-28,Bihar,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-28,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-28,Bihar,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2024-05-28,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-28,Bihar,ladiesfinger,Ladies Finger,46,53 - 58,55 - 76,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-28,Bihar,pumpkin,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-28,Bihar,radish,Radish,31,36 - 39,37 - 51,1kg,resource/images/vegetables/radish-64.png
2024-05-28,Bihar,ridgegourd,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-28,Bihar,shallot,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
2024-05-28,Bihar,snakegourd,Snake Gourd,37,43 - 47,44 - 61,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-28,Bihar,sorrelleaves,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-28,Bihar,spinach,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
2024-05-28,Bihar,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-29,Bihar,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2024-05-29,Bihar,onionsmall,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-29,Bihar,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-29,Bihar,greenchili,Green Chilli,66,76 - 84,79 - 109,1kg,resource/images/vegetables/greenchili-64.png
2024-05-29,Bihar,beetroot,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-05-29,Bihar,potato,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-29,Bihar,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-29,Bihar,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-29,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-29,Bihar,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-29,Bihar,babycorn,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
2024-05-29,Bihar,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-29,Bihar,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-05-29,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-29,Bihar,bottlegourd,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-29,Bihar,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-29,Bihar,broadbeans,Broad Beans,66,76 - 84,79 - 109,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-29,Bihar,cabbage,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-29,Bihar,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-29,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-29,Bihar,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-29,Bihar,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-29,Bihar,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-29,Bihar,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-29,Bihar,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-29,Bihar,corn,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
2024-05-29,Bihar,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-29,Bihar,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-29,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-29,Bihar,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-29,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-05-29,Bihar,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-29,Bihar,elephantyam,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-29,Bihar,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-29,Bihar,frenchbeans,French Beans,167,192 - 212,200 - 276,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-29,Bihar,garlic,Garlic,258,297 - 328,310 - 426,1kg,resource/images/vegetables/garlic-64.png
2024-05-29,Bihar,ginger,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-05-29,Bihar,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-29,Bihar,greenpeas,Green Peas,46,53 - 58,55 - 76,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-29,Bihar,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-29,Bihar,lemon,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2024-05-29,Bihar,mangoraw,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-29,Bihar,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-29,Bihar,mushroom,Mushroom,85,98 - 108,102 - 140,1kg,resource/images/vegetables/mushroom-64.png
2024-05-29,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-29,Bihar,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-29,Bihar,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-29,Bihar,radish,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-05-29,Bihar,ridgegourd,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-29,Bihar,shallot,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
2024-05-29,Bihar,snakegourd,Snake Gourd,37,43 - 47,44 - 61,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-29,Bihar,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-29,Bihar,spinach,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2024-05-29,Bihar,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-30,Bihar,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2024-05-30,Bihar,onionsmall,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-30,Bihar,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-30,Bihar,greenchili,Green Chilli,66,76 - 84,79 - 109,1kg,resource/images/vegetables/greenchili-64.png
2024-05-30,Bihar,beetroot,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-05-30,Bihar,potato,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-30,Bihar,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-30,Bihar,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-30,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-30,Bihar,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-30,Bihar,babycorn,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
2024-05-30,Bihar,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-30,Bihar,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-05-30,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-30,Bihar,bottlegourd,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-30,Bihar,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-30,Bihar,broadbeans,Broad Beans,66,76 - 84,79 - 109,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-30,Bihar,cabbage,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-30,Bihar,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-30,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-30,Bihar,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-30,Bihar,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-30,Bihar,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-30,Bihar,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-30,Bihar,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-30,Bihar,corn,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
2024-05-30,Bihar,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-30,Bihar,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-30,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-30,Bihar,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-30,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-05-30,Bihar,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-30,Bihar,elephantyam,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-30,Bihar,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-30,Bihar,frenchbeans,French Beans,167,192 - 212,200 - 276,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-30,Bihar,garlic,Garlic,258,297 - 328,310 - 426,1kg,resource/images/vegetables/garlic-64.png
2024-05-30,Bihar,ginger,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-05-30,Bihar,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-30,Bihar,greenpeas,Green Peas,46,53 - 58,55 - 76,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-30,Bihar,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-30,Bihar,lemon,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2024-05-30,Bihar,mangoraw,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-30,Bihar,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-30,Bihar,mushroom,Mushroom,85,98 - 108,102 - 140,1kg,resource/images/vegetables/mushroom-64.png
2024-05-30,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-30,Bihar,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-30,Bihar,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-30,Bihar,radish,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-05-30,Bihar,ridgegourd,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-30,Bihar,shallot,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
2024-05-30,Bihar,snakegourd,Snake Gourd,37,43 - 47,44 - 61,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-30,Bihar,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-30,Bihar,spinach,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2024-05-30,Bihar,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-31,Bihar,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2024-05-31,Bihar,onionsmall,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-31,Bihar,tomato,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-31,Bihar,greenchili,Green Chilli,66,76 - 84,79 - 109,1kg,resource/images/vegetables/greenchili-64.png
2024-05-31,Bihar,beetroot,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-05-31,Bihar,potato,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-31,Bihar,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-31,Bihar,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-31,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-31,Bihar,ashgourd,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-31,Bihar,babycorn,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
2024-05-31,Bihar,bananaflower,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-31,Bihar,capsicum,Capsicum,48,55 - 61,58 - 79,1kg,resource/images/vegetables/capsicum-64.png
2024-05-31,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-31,Bihar,bottlegourd,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-31,Bihar,butterbeans,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-31,Bihar,broadbeans,Broad Beans,66,76 - 84,79 - 109,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-31,Bihar,cabbage,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-31,Bihar,carrot,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
2024-05-31,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-31,Bihar,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-31,Bihar,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-31,Bihar,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-31,Bihar,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-31,Bihar,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-31,Bihar,corn,Corn,35,40 - 44,42 - 58,1kg,resource/images/vegetables/corn-64.png
2024-05-31,Bihar,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2024-05-31,Bihar,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-31,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-31,Bihar,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-31,Bihar,brinjal,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-05-31,Bihar,brinjalbig,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-31,Bihar,elephantyam,Elephant Yam,35,40 - 44,42 - 58,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-31,Bihar,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-31,Bihar,frenchbeans,French Beans,167,192 - 212,200 - 276,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-31,Bihar,garlic,Garlic,258,297 - 328,310 - 426,1kg,resource/images/vegetables/garlic-64.png
2024-05-31,Bihar,ginger,Ginger,135,155 - 171,162 - 223,1kg,resource/images/vegetables/ginger-64.png
2024-05-31,Bihar,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-31,Bihar,greenpeas,Green Peas,46,53 - 58,55 - 76,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-31,Bihar,ivygourd,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-31,Bihar,lemon,Lemon (Lime),103,118 - 131,124 - 170,1kg,resource/images/vegetables/lemon-64.png
2024-05-31,Bihar,mangoraw,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-31,Bihar,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-31,Bihar,mushroom,Mushroom,85,98 - 108,102 - 140,1kg,resource/images/vegetables/mushroom-64.png
2024-05-31,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-31,Bihar,ladiesfinger,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-31,Bihar,pumpkin,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-31,Bihar,radish,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-05-31,Bihar,ridgegourd,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-31,Bihar,shallot,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
2024-05-31,Bihar,snakegourd,Snake Gourd,37,43 - 47,44 - 61,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-31,Bihar,sorrelleaves,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-31,Bihar,spinach,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2024-05-31,Bihar,sweetpotato,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2024-06-01,Bihar,onionbig,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2024-06-01,Bihar,onionsmall,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
2024-06-01,Bihar,tomato,Tomato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/tomato-64.png
2024-06-01,Bihar,greenchili,Green Chilli,89,102 - 113,107 - 147,1kg,resource/images/vegetables/greenchili-64.png
2024-06-01,Bihar,beetroot,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
2024-06-01,Bihar,potato,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2024-06-01,Bihar,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-06-01,Bihar,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-06-01,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-06-01,Bihar,ashgourd,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2024-06-01,Bihar,babycorn,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
2024-06-01,Bihar,bananaflower,Banana Flower,17,20 - 22,20 - 28,1kg,resource/images/vegetables/bananaflower-64.png
2024-06-01,Bihar,capsicum,Capsicum,42,48 - 53,50 - 69,1kg,resource/images/vegetables/capsicum-64.png
2024-06-01,Bihar,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2024-06-01,Bihar,bottlegourd,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-06-01,Bihar,butterbeans,Butter Beans,51,59 - 65,61 - 84,1kg,resource/images/vegetables/butterbeans-64.png
2024-06-01,Bihar,broadbeans,Broad Beans,63,72 - 80,76 - 104,1kg,resource/images/vegetables/broadbeans-64.png
2024-06-01,Bihar,cabbage,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-06-01,Bihar,carrot,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
2024-06-01,Bihar,cauliflower,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
2024-06-01,Bihar,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2024-06-01,Bihar,coconut,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-06-01,Bihar,colocasialeaves,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-06-01,Bihar,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2024-06-01,Bihar,corianderleaves,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-06-01,Bihar,corn,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
2024-06-01,Bihar,cucumber,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
2024-06-01,Bihar,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2024-06-01,Bihar,dillleaves,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2024-06-01,Bihar,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2024-06-01,Bihar,brinjal,Brinjal,34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjal-64.png
2024-06-01,Bihar,brinjalbig,Brinjal (Big),34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjalbig-64.png
2024-06-01,Bihar,elephantyam,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2024-06-01,Bihar,fenugreekleaves,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-06-01,Bihar,frenchbeans,French Beans,173,199 - 220,208 - 285,1kg,resource/images/vegetables/frenchbeans-64.png
2024-06-01,Bihar,garlic,Garlic,264,304 - 335,317 - 436,1kg,resource/images/vegetables/garlic-64.png
